repo,number,title,state,merged,created_at,relations,url,important,score,topics
erigontech/erigon,19552,Sequence: Builder to avoid intermediate EF representation,merged,True,2026-03-02,author,https://github.com/erigontech/erigon/pull/19552,0,0,
erigontech/erigon,19550,rpc: trace_replayTransaction() add stack info in case of TLOAD,merged,True,2026-03-01,reviewed-by,https://github.com/erigontech/erigon/pull/19550,0,1,Isolation & transactions
erigontech/erigon,19549,seg rm-state: delete .tmp files from snapshot directories,merged,True,2026-03-01,reviewed-by,https://github.com/erigontech/erigon/pull/19549,1,2,State / domains / commitment; Snapshots / freezer / segments
erigontech/erigon,19548,claude: add launch-bal-devnet-2 skill,merged,True,2026-03-01,reviewed-by,https://github.com/erigontech/erigon/pull/19548,0,0,
erigontech/erigon,19547,rpc: fix debug_traceCallMany global BlockOverrides and StateOverrides,merged,True,2026-03-01,reviewed-by,https://github.com/erigontech/erigon/pull/19547,0,1,State / domains / commitment
erigontech/erigon,19544,Pool QueueWithRetry and cache filterDirtyFiles regexp,merged,True,2026-03-01,reviewed-by,https://github.com/erigontech/erigon/pull/19544,0,0,
erigontech/erigon,19543,d_lru: remove mutex ,merged,True,2026-03-01,author,https://github.com/erigontech/erigon/pull/19543,0,0,
erigontech/erigon,19542,[wip] db/state: timings for merge.go,open,False,2026-03-01,author,https://github.com/erigontech/erigon/pull/19542,0,2,State / domains / commitment; Snapshots / freezer / segments
erigontech/erigon,19541,ApplyDeferredBranchUpdates: reduce atomics overhead,merged,True,2026-03-01,author,https://github.com/erigontech/erigon/pull/19541,0,1,Isolation & transactions
erigontech/erigon,19540,db/state: remove unused classes,merged,True,2026-03-01,author,https://github.com/erigontech/erigon/pull/19540,0,1,State / domains / commitment
erigontech/erigon,19539,[wip] pageLevelCompression: move biz-logic of supporting `v0` files inside `NewPagedReader` ,open,False,2026-03-01,author,https://github.com/erigontech/erigon/pull/19539,1,7,Storage engine (MDBX/LMDB); Compression / encoding
erigontech/erigon,19538,recsplit: parallel,merged,True,2026-03-01,author,https://github.com/erigontech/erigon/pull/19538,1,4,Indexing & perfect hashing; ETL / staged sync / pruning
erigontech/erigon,19537,[wip] seg: add word-level compression enum into data-file header,closed,False,2026-03-01,author,https://github.com/erigontech/erigon/pull/19537,1,6,Compression / encoding
erigontech/erigon,19536,recsplit: support progress reporting,merged,True,2026-03-01,author,https://github.com/erigontech/erigon/pull/19536,1,3,Indexing & perfect hashing
erigontech/erigon,19535,recsplit: use `uint32` for bucketIdx - to reduce amount of intermediate data,merged,True,2026-02-28,author,https://github.com/erigontech/erigon/pull/19535,1,3,Indexing & perfect hashing
erigontech/erigon,19534,remove ottersync banner from logs,merged,True,2026-02-28,author,https://github.com/erigontech/erigon/pull/19534,0,1,Storage engine (MDBX/LMDB)
erigontech/erigon,19533,rpc: unify BlockOverrides into a single type with three override methods,merged,True,2026-02-28,reviewed-by,https://github.com/erigontech/erigon/pull/19533,0,0,
erigontech/erigon,19532,fix nil-ptr in `DumpBeaconBlocks`,merged,True,2026-02-28,author,https://github.com/erigontech/erigon/pull/19532,0,0,
erigontech/erigon,19531,etl: limit SortAndFlushInBackground feature to only 1 goroutine per collector - to prevent system overloading,merged,True,2026-02-28,author,https://github.com/erigontech/erigon/pull/19531,1,2,Storage engine (MDBX/LMDB); ETL / staged sync / pruning
erigontech/erigon,19530,seg: nextPos optimize part3,merged,True,2026-02-28,author,https://github.com/erigontech/erigon/pull/19530,0,0,
erigontech/erigon,19529,add log-prefix to `p2p` pkg,merged,True,2026-02-28,author,https://github.com/erigontech/erigon/pull/19529,0,0,
erigontech/erigon,19526,rpc: eth_feeHistory optimisation,merged,True,2026-02-27,reviewed-by,https://github.com/erigontech/erigon/pull/19526,0,0,
erigontech/erigon,19524,rpc: impl trace_rawTransaction,merged,True,2026-02-27,reviewed-by,https://github.com/erigontech/erigon/pull/19524,0,1,Isolation & transactions
erigontech/erigon,19522,MatchVersionedFile: speed,merged,True,2026-02-27,author,https://github.com/erigontech/erigon/pull/19522,0,0,
erigontech/erigon,19518,BuildMissedAccessors: less fs scans,merged,True,2026-02-27,author,https://github.com/erigontech/erigon/pull/19518,0,0,
erigontech/erigon,19515,[wip] recsplit: parallelism,closed,False,2026-02-27,author,https://github.com/erigontech/erigon/pull/19515,1,4,Indexing & perfect hashing; ETL / staged sync / pruning
erigontech/erigon,19514,recsplit: prepare for parallelism,merged,True,2026-02-27,author,https://github.com/erigontech/erigon/pull/19514,1,4,Indexing & perfect hashing; ETL / staged sync / pruning
erigontech/erigon,19513,rlpgen,merged,True,2026-02-27,author,https://github.com/erigontech/erigon/pull/19513,0,0,
erigontech/erigon,19512,[wip] etl: zero-copy fileDataProvider on mmap,closed,False,2026-02-27,author,https://github.com/erigontech/erigon/pull/19512,1,3,Storage engine (MDBX/LMDB)
erigontech/erigon,19511,[kimiko] tui for erigon,open,False,2026-02-26,reviewed-by,https://github.com/erigontech/erigon/pull/19511,0,0,
erigontech/erigon,19508,"Revert ""[wip] sd: removing txNum field """,merged,True,2026-02-26,reviewed-by,https://github.com/erigontech/erigon/pull/19508,1,4,Isolation & transactions
erigontech/erigon,19506,db/state: skip Benchmark_BtreeIndex_Search when data file is absent,merged,True,2026-02-26,reviewed-by,https://github.com/erigontech/erigon/pull/19506,1,3,State / domains / commitment; Indexing & perfect hashing
erigontech/erigon,19505,Disable Go cache in workflow on win-server,merged,True,2026-02-26,reviewed-by,https://github.com/erigontech/erigon/pull/19505,0,0,
erigontech/erigon,19504,StateFerify: use `etl`,merged,True,2026-02-26,author,https://github.com/erigontech/erigon/pull/19504,0,1,State / domains / commitment
erigontech/erigon,19503,PagedWriter: parallel compress,merged,True,2026-02-26,author,https://github.com/erigontech/erigon/pull/19503,1,5,Storage engine (MDBX/LMDB); Compression / encoding; ETL / staged sync / pruning
erigontech/erigon,19502,integrity: CheckKvi parallel,merged,True,2026-02-26,author,https://github.com/erigontech/erigon/pull/19502,0,1,ETL / staged sync / pruning
erigontech/erigon,19500,[wip] merge: various read-ahead options,closed,False,2026-02-26,author,https://github.com/erigontech/erigon/pull/19500,0,1,Snapshots / freezer / segments
erigontech/erigon,19499,"integrity: split checkers to slow/fast, move `CheckStateVerify` to slow, new docs for checkers, reduce over-concurrency.",merged,True,2026-02-26,author,https://github.com/erigontech/erigon/pull/19499,0,1,State / domains / commitment
erigontech/erigon,19498,several flaky tests fixes,merged,True,2026-02-26,author,https://github.com/erigontech/erigon/pull/19498,0,0,
erigontech/erigon,19497,db/state: simplify tests,merged,True,2026-02-26,author,https://github.com/erigontech/erigon/pull/19497,0,1,State / domains / commitment
erigontech/erigon,19496,[SharovBot] test: split parallel test into test+benchmark to fix CI disk exhaustion,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19496,0,1,ETL / staged sync / pruning
erigontech/erigon,19495,[SharovBot] fix(node): track StartRpcServer goroutine in bgComponentsEg to fix TestShutterBlockBuilding flakiness,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19495,0,0,
erigontech/erigon,19493,[SharovBot] ci(kurtosis): cache third-party containers and erigon build layers,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19493,0,0,
erigontech/erigon,19492,[SharovBot] ci: add continue-on-error to Conditional Docker Login steps,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19492,0,0,
erigontech/erigon,19491,rpc: filter set filter value ,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19491,0,0,
erigontech/erigon,19489,[wip] sd: removing txNum field ,merged,True,2026-02-25,author,https://github.com/erigontech/erigon/pull/19489,1,4,Isolation & transactions
erigontech/erigon,19488,qa-tests: upload preparing step logs to rpc integration latest,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19488,0,0,
erigontech/erigon,19487,[kimiko] MCP finisher (0.0.2),merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19487,0,0,
erigontech/erigon,19485,Replace time.After with time.Sleep in test sleepWithContext,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19485,0,0,
erigontech/erigon,19484,[SharovBot] fix: replace testify/require with if+panic in sentinel tests to enable retry recovery,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19484,0,0,
erigontech/erigon,19481,sd: txnum remove step4,merged,True,2026-02-25,author,https://github.com/erigontech/erigon/pull/19481,1,4,Isolation & transactions
erigontech/erigon,19480,TestSentinelStatusRequest: flaky tests on win,closed,False,2026-02-25,author,https://github.com/erigontech/erigon/pull/19480,0,0,
erigontech/erigon,19478,[rpc] [kimiko] support for testing_buildBlockV1,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19478,0,0,
erigontech/erigon,19477,test: various `no space left on disk` fixes. part3,merged,True,2026-02-25,author,https://github.com/erigontech/erigon/pull/19477,0,0,
erigontech/erigon,19476,seg: calc `ratio` without source file size check (i plan to skip file creation in future),merged,True,2026-02-25,author,https://github.com/erigontech/erigon/pull/19476,0,0,
erigontech/erigon,19475,execmoduletester: use options pattern,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19475,0,0,
erigontech/erigon,19474,`integration stage_exec` not always roll-back on error (cancelation),merged,True,2026-02-25,author,https://github.com/erigontech/erigon/pull/19474,0,1,ETL / staged sync / pruning
erigontech/erigon,19472,Test_HexPatriciaHashed_ProcessWithDozensOfStorageKeys flaky fix,merged,True,2026-02-25,author,https://github.com/erigontech/erigon/pull/19472,1,4,State / domains / commitment
erigontech/erigon,19471,rpc: remove 1 sprintf from hot-path,merged,True,2026-02-25,author,https://github.com/erigontech/erigon/pull/19471,0,0,
erigontech/erigon,19470,stream on `rwtx`: to use `.Current()` instead of storing pointers in stream object (`rwtx` may change data under pointers),merged,True,2026-02-25,author,https://github.com/erigontech/erigon/pull/19470,1,3,Isolation & transactions
erigontech/erigon,19469,common: remove no longer needed synctest helper pkg,merged,True,2026-02-25,reviewed-by,https://github.com/erigontech/erigon/pull/19469,0,1,Storage engine (MDBX/LMDB)
erigontech/erigon,19467,Test optimisation: pool resources allocated in the HexPatriciaHashed,merged,True,2026-02-24,reviewed-by,https://github.com/erigontech/erigon/pull/19467,1,3,State / domains / commitment
erigontech/erigon,19465,crypto: switch from deprecated methods,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19465,0,0,
erigontech/erigon,19464,move btindex from `db/state` pkg to `db/datastruct/btindex`,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19464,1,2,State / domains / commitment; Indexing & perfect hashing
erigontech/erigon,19462,`go fix -inline ./...`,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19462,0,0,
erigontech/erigon,19461,`go fix -minimax`,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19461,0,0,
erigontech/erigon,19458,[SharovBot] docs: improve README English grammar and clarity,merged,True,2026-02-24,reviewed-by,https://github.com/erigontech/erigon/pull/19458,0,0,
erigontech/erigon,19457,graduate synctest,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19457,0,1,Storage engine (MDBX/LMDB)
erigontech/erigon,19456,db/state: revisit test a bit,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19456,0,1,State / domains / commitment
erigontech/erigon,19455,rpc: eth_feeHistory pending,merged,True,2026-02-24,reviewed-by,https://github.com/erigontech/erigon/pull/19455,0,0,
erigontech/erigon,19454,test: use faster json Unmarshal,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19454,0,0,
erigontech/erigon,19453,prune: replace internal timeout with context-based cancellation,merged,True,2026-02-24,reviewed-by,https://github.com/erigontech/erigon/pull/19453,0,1,ETL / staged sync / pruning
erigontech/erigon,19449,[SharovBot] fix(txpool): evict zombie queued txns exceeding MaxNonceGap,merged,True,2026-02-24,reviewed-by,https://github.com/erigontech/erigon/pull/19449,0,1,Isolation & transactions
erigontech/erigon,19448,seg: increase bufio size,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19448,0,0,
erigontech/erigon,19445,rpc: improve check on Context-Cancellation not using string compare,merged,True,2026-02-24,reviewed-by,https://github.com/erigontech/erigon/pull/19445,0,0,
erigontech/erigon,19443,seg: if word-level compression disabled. don't create `.idt` file,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19443,1,6,Compression / encoding
erigontech/erigon,19442,rpc: add eth_getStorageValues endpoint,merged,True,2026-02-24,reviewed-by,https://github.com/erigontech/erigon/pull/19442,0,1,State / domains / commitment
erigontech/erigon,19441,merge: prioritize Domain merge over History,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19441,1,2,State / domains / commitment; Snapshots / freezer / segments
erigontech/erigon,19440,"Revert ""[SharovBot] fix(history): correct .vi index page offset for V1 paged snapshot files""",merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19440,1,6,Storage engine (MDBX/LMDB); Snapshots / freezer / segments; Indexing & perfect hashing
erigontech/erigon,19439,[wip] merge: enable read-ahead by own `mmap` area + `madvise_`,closed,False,2026-02-24,author,https://github.com/erigontech/erigon/pull/19439,1,4,Storage engine (MDBX/LMDB); Snapshots / freezer / segments
erigontech/erigon,19438,evn flag to: don't merge Hist/II but still merge Domains,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19438,1,2,State / domains / commitment; Snapshots / freezer / segments
erigontech/erigon,19437,evn flag to: don't merge Hist/II but still merge Domains,closed,False,2026-02-24,author,https://github.com/erigontech/erigon/pull/19437,1,2,State / domains / commitment; Snapshots / freezer / segments
erigontech/erigon,19436,ef: add .Has() method,merged,True,2026-02-24,author,https://github.com/erigontech/erigon/pull/19436,0,0,
erigontech/erigon,19433,skip in-mem history accumulation in sd for offline execution,merged,True,2026-02-23,reviewed-by,https://github.com/erigontech/erigon/pull/19433,0,0,
erigontech/erigon,19432,add file-integrity-cache for commitment checks,merged,True,2026-02-23,reviewed-by,https://github.com/erigontech/erigon/pull/19432,1,4,Isolation & transactions; State / domains / commitment
erigontech/erigon,19429,exec3-parallel-test: Replace busy loop with wait not to waste CPU,merged,True,2026-02-23,reviewed-by,https://github.com/erigontech/erigon/pull/19429,0,1,ETL / staged sync / pruning
erigontech/erigon,19425,execution/exec: fix AwaitDrain infinite loop when map worker crashes,merged,True,2026-02-23,reviewed-by,https://github.com/erigontech/erigon/pull/19425,0,0,
erigontech/erigon,19424,cmd/utils/app: fix pprof port collision in seg subcommands,merged,True,2026-02-23,reviewed-by,https://github.com/erigontech/erigon/pull/19424,0,0,
erigontech/erigon,19417,bufio pools: `put` must call `buf.Reset(nil)` to relise underlying reader pointer for GC,merged,True,2026-02-23,author+reviewed-by,https://github.com/erigontech/erigon/pull/19417,0,0,
erigontech/erigon,19414,rpc: add_check on persistentReceipt,merged,True,2026-02-22,reviewed-by,https://github.com/erigontech/erigon/pull/19414,0,0,
erigontech/erigon,19413,rpc add impl admin_addTrustedPeer admin_removeTrustedPeer,merged,True,2026-02-22,reviewed-by,https://github.com/erigontech/erigon/pull/19413,0,0,
erigontech/erigon,19409,rpc: align Mgt Pending block ,merged,True,2026-02-22,reviewed-by,https://github.com/erigontech/erigon/pull/19409,0,0,
erigontech/erigon,19407,stagedsync: defer E2 block indexing on restart to reduce startup latency,merged,True,2026-02-22,reviewed-by,https://github.com/erigontech/erigon/pull/19407,1,6,Storage engine (MDBX/LMDB); Indexing & perfect hashing; ETL / staged sync / pruning
erigontech/erigon,19402,SharedDomains: step4 towards eliminating txNum field ,merged,True,2026-02-22,author,https://github.com/erigontech/erigon/pull/19402,1,5,Isolation & transactions; State / domains / commitment
erigontech/erigon,19401,"seg, state: reuse bufio buffers in Compressor to optimise tests",merged,True,2026-02-22,reviewed-by,https://github.com/erigontech/erigon/pull/19401,1,4,State / domains / commitment; Compression / encoding
erigontech/erigon,19400,`nextFreePort` got out of port range on win,merged,True,2026-02-22,author,https://github.com/erigontech/erigon/pull/19400,0,0,
erigontech/erigon,19399,reduce debug logs amount,merged,True,2026-02-22,author,https://github.com/erigontech/erigon/pull/19399,0,0,
erigontech/erigon,19398,[wip] accessors build: madv normal,closed,False,2026-02-22,author,https://github.com/erigontech/erigon/pull/19398,0,0,
erigontech/erigon,19397,"seg: read-ahead implemented as own `mmap` area + `madvise_` (only concept, no erigon changes)",merged,True,2026-02-22,author,https://github.com/erigontech/erigon/pull/19397,1,3,Storage engine (MDBX/LMDB)
erigontech/erigon,19396,migrations: support of whole-datadir migrations. don't store progress in `chaindata`,merged,True,2026-02-22,author,https://github.com/erigontech/erigon/pull/19396,0,1,On-disk / DB format & migration
erigontech/erigon,19384,seg: posTables on array,merged,True,2026-02-21,author,https://github.com/erigontech/erigon/pull/19384,0,0,
erigontech/erigon,19383,ef.seek,merged,True,2026-02-21,author,https://github.com/erigontech/erigon/pull/19383,0,0,
erigontech/erigon,19382,[SharovBot] fix: reduce genesis MDBX map size on Windows to prevent pagefile exhaustion,merged,True,2026-02-21,reviewed-by,https://github.com/erigontech/erigon/pull/19382,1,4,Storage engine (MDBX/LMDB)
erigontech/erigon,19380,SharedDomains: step3 towards eliminating txNum field ,merged,True,2026-02-21,author,https://github.com/erigontech/erigon/pull/19380,1,5,Isolation & transactions; State / domains / commitment
erigontech/erigon,19379,crypto: validate secp256k1 pubkey coordinates in nocgo IsOnCurve,merged,True,2026-02-21,reviewed-by,https://github.com/erigontech/erigon/pull/19379,0,0,
erigontech/erigon,19377,[SharovBot] fix(txpool): reduce P2P message batch flush interval from 1s to 250ms,merged,True,2026-02-21,reviewed-by,https://github.com/erigontech/erigon/pull/19377,0,1,Storage engine (MDBX/LMDB)
erigontech/erigon,19371,Fix/bal readonly mark access,merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19371,0,0,
erigontech/erigon,19369,Refresh the set of slow tests,merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19369,0,0,
erigontech/erigon,19366,EF: split `search` to `searchForward` and `searchReverse` ,merged,True,2026-02-20,author,https://github.com/erigontech/erigon/pull/19366,0,0,
erigontech/erigon,19365,merge: lookupByShortenedKey: reuse buffer,merged,True,2026-02-20,author,https://github.com/erigontech/erigon/pull/19365,1,2,Snapshots / freezer / segments; Indexing & perfect hashing
erigontech/erigon,19362,kurtosis: use a fixed version of assertoor for our current tests,merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19362,0,0,
erigontech/erigon,19358,[r33] Cherry-pick b643d32 - Decrease release test time (#19304),merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19358,0,0,
erigontech/erigon,19355,merge: findShortenedKey: reuse shortenedKeyOffset encoding buffer ,merged,True,2026-02-20,author+reviewed-by,https://github.com/erigontech/erigon/pull/19355,1,2,Snapshots / freezer / segments; Compression / encoding
erigontech/erigon,19354,"cmd/utils, node/cli: fix spelling typos in --help flag descriptions",merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19354,0,0,
erigontech/erigon,19353,execution: move EngineApiTester into its own package under execution/engineapi,merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19353,0,0,
erigontech/erigon,19348,execution: rename to ExecModule,merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19348,0,0,
erigontech/erigon,19347,execution/verify: fix compilation on main,merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19347,0,0,
erigontech/erigon,19345,tests: various fixes of `no space left on disk`,merged,True,2026-02-20,author,https://github.com/erigontech/erigon/pull/19345,0,0,
erigontech/erigon,19339,[SharovBot] rpc: improve prune error message in eth_getLogs,merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19339,0,1,ETL / staged sync / pruning
erigontech/erigon,19338,[SharovBot] execution/types: fix go vet copylocks warnings in transaction types,merged,True,2026-02-20,reviewed-by,https://github.com/erigontech/erigon/pull/19338,0,1,Isolation & transactions
erigontech/erigon,19336,"integrity, verify: add snapshot verification tools",merged,True,2026-02-19,reviewed-by,https://github.com/erigontech/erigon/pull/19336,0,1,Snapshots / freezer / segments
erigontech/erigon,19325,decomp: speedup `nextPos()` part2,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19325,0,0,
erigontech/erigon,19324,decomp: speedup `nextPos()`,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19324,0,0,
erigontech/erigon,19314,execution: change MockSentry to ExecModuleTester,merged,True,2026-02-19,reviewed-by,https://github.com/erigontech/erigon/pull/19314,0,0,
erigontech/erigon,19313,sais: use golang native `bytes.Equal` method,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19313,0,0,
erigontech/erigon,19310,execution: use time.Duration for NewChainReaderEth1,merged,True,2026-02-19,reviewed-by,https://github.com/erigontech/erigon/pull/19310,0,0,
erigontech/erigon,19309,fix gap in visibleFiles from successive build calls,merged,True,2026-02-19,reviewed-by,https://github.com/erigontech/erigon/pull/19309,0,0,
erigontech/erigon,19308,qa-tests: keep pre-built db synced in RPC Integration Test Latest,merged,True,2026-02-19,reviewed-by,https://github.com/erigontech/erigon/pull/19308,0,1,Storage engine (MDBX/LMDB)
erigontech/erigon,19307,buildFiles: make lastIdInDb handle domains with disabled history,merged,True,2026-02-19,reviewed-by,https://github.com/erigontech/erigon/pull/19307,0,1,State / domains / commitment
erigontech/erigon,19305,execution/tests: pre-alloc in `toBal()` func,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19305,0,0,
erigontech/erigon,19304,Decrease release test time,merged,True,2026-02-19,reviewed-by,https://github.com/erigontech/erigon/pull/19304,0,0,
erigontech/erigon,19303,execution/tests: less reflect ,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19303,0,0,
erigontech/erigon,19300,tests: gen test-chain once ,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19300,0,0,
erigontech/erigon,19299,warmuper: smaller non-blocking chan,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19299,0,0,
erigontech/erigon,19298,Grid: move temporary buffer away from Cell object ,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19298,0,0,
erigontech/erigon,19297,bt index: use less ram,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19297,0,1,Indexing & perfect hashing
erigontech/erigon,19295,[3.3] fix ci,merged,True,2026-02-19,author,https://github.com/erigontech/erigon/pull/19295,0,0,
erigontech/erigon,19292,execmodule: retry semaphore acquire,closed,False,2026-02-18,reviewed-by,https://github.com/erigontech/erigon/pull/19292,0,0,
erigontech/erigon,19291,fix CachePutSize metric in sd,merged,True,2026-02-18,reviewed-by,https://github.com/erigontech/erigon/pull/19291,0,0,
erigontech/erigon,19290,[SharovBot] deps: bump erigontech/secp256k1 with IsOnCurve coordinate validation fix,merged,True,2026-02-18,reviewed-by,https://github.com/erigontech/erigon/pull/19290,0,0,
erigontech/erigon,19288,execution: move builder stages to dedicated package,merged,True,2026-02-18,reviewed-by,https://github.com/erigontech/erigon/pull/19288,0,1,ETL / staged sync / pruning
erigontech/erigon,19287,Fix IPC documentation: clarify rpcdaemon requirement,merged,True,2026-02-18,reviewed-by,https://github.com/erigontech/erigon/pull/19287,0,0,
erigontech/erigon,19284,"docs: for `trace_filter`, add `mode` introduction(Clarify trace_filter behavior with from_address and to_address)",merged,True,2026-02-18,reviewed-by,https://github.com/erigontech/erigon/pull/19284,0,0,
erigontech/erigon,19283,vvv,merged,True,2026-02-18,author,https://github.com/erigontech/erigon/pull/19283,0,0,
erigontech/erigon,19282,"remove mistakenly committed ""deadlock"" package",merged,True,2026-02-18,author,https://github.com/erigontech/erigon/pull/19282,0,1,Isolation & transactions
erigontech/erigon,19281,ci: reduce InMem db dirtySpace limit,merged,True,2026-02-18,author,https://github.com/erigontech/erigon/pull/19281,1,3,Storage engine (MDBX/LMDB)
erigontech/erigon,19280,ci: win speed,merged,True,2026-02-18,author,https://github.com/erigontech/erigon/pull/19280,0,0,
erigontech/erigon,19279,SharedDomains: step2 towards eliminating txNum field,merged,True,2026-02-18,author,https://github.com/erigontech/erigon/pull/19279,1,5,Isolation & transactions; State / domains / commitment
erigontech/erigon,19278,engine_server: use chainRW instead of DB,closed,False,2026-02-18,reviewed-by,https://github.com/erigontech/erigon/pull/19278,0,0,
erigontech/erigon,19276,remove unused part of `diag` package,merged,True,2026-02-18,author,https://github.com/erigontech/erigon/pull/19276,0,0,
erigontech/erigon,19268,Fix: don't integrity check rcache if they are not being generated,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19268,1,3,ETL / staged sync / pruning
erigontech/erigon,19267,rpc: jsonStream fix json rpc response in case of error,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19267,0,0,
erigontech/erigon,19264,Fix/parallel exec races in TestExecutionSpecBlockchainDevnet ,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19264,0,1,ETL / staged sync / pruning
erigontech/erigon,19259,qa-tests: switch RPC workflows to use rpc-tests in go,closed,False,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19259,0,0,
erigontech/erigon,19258,fix: add warmuper.Wait() to prevent txNum race in HexPatriciaHashed.Process,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19258,1,7,Isolation & transactions; State / domains / commitment
erigontech/erigon,19257,rpc: accept only canonical hash for block receipts,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19257,0,0,
erigontech/erigon,19256,merge.Initialize: use chain config directly,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19256,0,1,Snapshots / freezer / segments
erigontech/erigon,19253,fix: add bounds check in TransactionsSSZ.DecodeSSZ for malformed SSZ,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19253,1,5,Isolation & transactions; Compression / encoding
erigontech/erigon,19251,fix: remove prevStep from DomainDiff/unwind cycle,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19251,1,4,State / domains / commitment; ETL / staged sync / pruning
erigontech/erigon,19250,execution: fix lastCommittedBlockNum double-counting in parallel executor,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19250,1,2,Isolation & transactions; ETL / staged sync / pruning
erigontech/erigon,19249,chore: update golangci-lint to v2.9.0,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19249,0,0,
erigontech/erigon,19247,SharedDomains: step1 towards eliminating txNum field,merged,True,2026-02-17,author,https://github.com/erigontech/erigon/pull/19247,1,5,Isolation & transactions; State / domains / commitment
erigontech/erigon,19242,TestSearchTransactionsBefore: timeout fix,merged,True,2026-02-17,author,https://github.com/erigontech/erigon/pull/19242,0,1,Isolation & transactions
erigontech/erigon,19241,New Chiado boot nodes (cherry-pick #18867),merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19241,0,0,
erigontech/erigon,19239,up xorfilter version,merged,True,2026-02-17,author,https://github.com/erigontech/erigon/pull/19239,0,0,
erigontech/erigon,19238,up x deps ,merged,True,2026-02-17,author,https://github.com/erigontech/erigon/pull/19238,0,0,
erigontech/erigon,19237,resurrect TestSentinelBlocksByRange,merged,True,2026-02-17,author,https://github.com/erigontech/erigon/pull/19237,0,0,
erigontech/erigon,19235,all: upgrade minimum Go version to 1.25,merged,True,2026-02-17,reviewed-by,https://github.com/erigontech/erigon/pull/19235,0,0,
erigontech/erigon,19234,fix `go test -count 2`,merged,True,2026-02-17,author,https://github.com/erigontech/erigon/pull/19234,0,0,
